"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
400,"3_2",3,2,9.11352,10.3632,3.99288,1.1232,NA,NA,"2022_9_29_10-35-25_336.jpg",0,0,0,0,26,0,0,0,0,0,0,70,0,4,0,0,0,0
426,"3_2",3,2,9.63168,10.3632,3.99288,1.100642857,NA,NA,"2022_9_29_10-35-25_96.jpg",0,0,0,0,22,0,0,0,0,10,0,62,0,0,0,0,0,0
387,"3_2",3,2,9.26592,10.3632,3.99288,0.9914,NA,NA,"2022_9_29_10-35-25_240.jpg",0,0,2,0,42,0,8,0,0,0,0,34,0,10,4,0,0,0
388,"3_2",3,2,9.20496,10.3632,3.99288,1.120066667,NA,NA,"2022_9_29_10-35-25_248.jpg",0,0,14,0,26,0,6,0,0,0,0,14,0,10,4,0,2,0
415,"3_2",3,2,7.71144,10.3632,3.99288,0.869428571,NA,NA,"2022_9_29_10-35-25_448.jpg",0,4,0,0,26,0,4,0,0,6,2,34,0,0,0,0,0,0
385,"3_2",3,2,8.93064,10.3632,3.99288,1.4728125,NA,NA,"2022_9_29_10-35-25_232.jpg",0,0,8,0,12,0,14,0,0,0,0,46,0,0,4,0,0,0
405,"3_2",3,2,8.77824,10.3632,3.99288,0.8834,NA,NA,"2022_9_29_10-35-25_376.jpg",4,18,4,12,30,0,2,0,0,2,2,8,0,16,0,0,0,0
421,"3_2",3,2,10.18032,10.3632,3.99288,1.077933333,NA,NA,"2022_9_29_10-35-25_64.jpg",26,2,0,4,6,0,0,0,0,4,0,46,0,2,0,0,0,0
407,"3_2",3,2,8.65632,10.3632,3.99288,0.895866667,NA,NA,"2022_9_29_10-35-25_392.jpg",0,0,8,8,34,0,2,0,0,4,0,36,0,4,0,0,0,0
384,"3_2",3,2,8.86968,10.3632,3.99288,1.2568,NA,NA,"2022_9_29_10-35-25_224.jpg",0,0,0,0,32,0,12,0,0,0,0,44,0,0,10,0,0,0
372,"3_2",3,2,8.80872,10.3632,3.99288,1.2292,NA,NA,"2022_9_29_10-35-25_136.jpg",14,0,10,0,40,0,4,0,0,0,0,30,0,2,0,0,0,0
396,"3_2",3,2,8.77824,10.3632,3.99288,1.173266667,NA,NA,"2022_9_29_10-35-25_312.jpg",2,0,2,8,14,0,12,0,0,0,0,40,0,6,0,0,0,0
423,"3_2",3,2,11.18616,10.3632,3.99288,0.769625,NA,NA,"2022_9_29_10-35-25_8.jpg",14,16,0,24,0,0,8,0,0,0,0,34,0,4,0,0,0,0
377,"3_2",3,2,7.95528,10.3632,3.99288,1.168533333,NA,NA,"2022_9_29_10-35-25_168.jpg",0,0,0,0,26,0,0,8,0,8,4,40,0,4,2,0,0,2
418,"3_2",3,2,7.25424,10.3632,3.99288,1.647266667,NA,NA,"2022_9_29_10-35-25_472.jpg",0,0,4,0,12,0,6,0,0,20,0,40,0,12,0,0,0,0
416,"3_2",3,2,7.68096,10.3632,3.99288,0.9351875,NA,NA,"2022_9_29_10-35-25_456.jpg",0,0,8,0,18,0,4,0,0,12,0,28,0,12,2,0,0,0
370,"3_2",3,2,9.38784,10.3632,3.99288,0.9418125,NA,NA,"2022_9_29_10-35-25_120.jpg",6,10,0,0,2,0,0,0,0,0,0,80,0,2,0,0,0,0
417,"3_2",3,2,7.28472,10.3632,3.99288,1.432785714,NA,NA,"2022_9_29_10-35-25_464.jpg",0,0,2,0,32,0,0,2,0,2,0,50,0,2,0,0,0,0
376,"3_2",3,2,8.19912,10.3632,3.99288,1.297133333,NA,NA,"2022_9_29_10-35-25_160.jpg",0,0,0,0,16,0,0,4,0,2,0,70,0,6,2,0,0,0
386,"3_2",3,2,11.21664,10.3632,3.99288,1.0725,NA,NA,"2022_9_29_10-35-25_24.jpg",30,4,2,2,8,0,0,0,0,0,2,18,0,32,0,0,0,0
420,"3_2",3,2,10.11936,10.3632,3.99288,1.669466667,NA,NA,"2022_9_29_10-35-25_56.jpg",8,0,0,0,60,0,0,0,0,0,0,18,0,8,0,0,0,6
379,"3_2",3,2,8.59536,10.3632,3.99288,0.986,NA,NA,"2022_9_29_10-35-25_184.jpg",0,0,0,0,24,0,0,0,0,0,0,38,0,38,0,0,0,0
408,"3_2",3,2,10.39368,10.3632,3.99288,1.161071429,NA,NA,"2022_9_29_10-35-25_40.jpg",24,0,2,0,0,0,0,0,0,0,0,56,0,18,0,0,0,0
482,"4_1",4,1,9.35736,3.77952,2.56032,0.826222222,47.62682154,-122.3900841,"2022_10_10_09-46-57_240.jpg",10,40,0,1,0,0,7,0,0,0,1,30,0,4,0,0,0,0
483,"4_1",4,1,9.32688,3.77952,2.56032,0.836111111,47.62682422,-122.390095,"2022_10_10_09-46-57_248.jpg",3,8,0,0,0,0,40,0,0,0,4,45,0,0,0,0,0,0
514,"4_1",4,1,10.75944,3.77952,2.56032,1.002333333,47.62676483,-122.389816,"2022_10_10_09-46-57_48.jpg",15,24,4,4,17,0,8,1,0,0,0,6,0,17,0,0,0,0
486,"4_1",4,1,8.90016,3.77952,2.56032,0.868222222,47.6268315,-122.3901224,"2022_10_10_09-46-57_272.jpg",9,29,10,16,7,0,10,0,0,2,0,15,0,2,0,0,0,0
477,"4_1",4,1,9.20496,3.77952,2.56032,1.132333333,47.62681402,-122.390042,"2022_10_10_09-46-57_208.jpg",21,17,2,50,0,0,0,0,0,4,4,0,0,2,0,0,0,0
463,"4_1",4,1,10.33272,3.77952,2.56032,0.829111111,47.62678081,-122.3898992,"2022_10_10_09-46-57_104.jpg",7,16,3,6,0,0,6,0,0,0,1,56,0,5,0,0,0,0
515,"4_1",4,1,9.78408,3.77952,2.56032,1.122777778,47.62673496,-122.3903754,"2022_10_10_09-46-57_480.jpg",4,30,0,0,0,0,21,0,0,1,0,44,0,0,0,0,0,0
489,"4_1",4,1,8.93064,3.77952,2.56032,1.036666667,47.62682299,-122.390154,"2022_10_10_09-46-57_296.jpg",3,21,2,28,0,0,21,0,0,0,4,0,0,13,0,0,0,0
492,"4_1",4,1,10.9728,3.77952,2.56032,0.8881,47.62676115,-122.3897978,"2022_10_10_09-46-57_32.jpg",6,17,2,13,0,0,7,0,0,0,0,41,0,14,0,0,0,0
484,"4_1",4,1,9.11352,3.77952,2.56032,0.990222222,47.62682782,-122.390107,"2022_10_10_09-46-57_256.jpg",16,27,1,25,0,0,5,0,0,0,8,10,0,7,0,0,0,0
524,"4_1",4,1,10.3632,3.77952,2.56032,0.952555556,47.62677877,-122.3898898,"2022_10_10_09-46-57_96.jpg",10,31,2,15,4,0,13,0,0,0,0,18,0,3,0,0,0,0
521,"4_1",4,1,11.09472,3.77952,2.56032,0.933111111,47.62675449,-122.3897638,"2022_10_10_09-46-57_8.jpg",8,14,8,13,13,0,1,0,0,0,0,42,0,1,0,0,0,0
488,"4_1",4,1,8.93064,3.77952,2.56032,0.960777778,47.62682713,-122.3901449,"2022_10_10_09-46-57_288.jpg",3,18,8,17,0,0,8,0,0,0,0,13,0,28,0,0,0,0
503,"4_1",4,1,10.75944,3.77952,2.56032,1.083888889,47.62676323,-122.389808,"2022_10_10_09-46-57_40.jpg",9,16,2,26,0,0,7,0,0,0,2,33,0,4,0,0,0,0
523,"4_1",4,1,10.60704,3.77952,2.56032,0.826555556,47.62677643,-122.3898795,"2022_10_10_09-46-57_88.jpg",12,26,4,26,0,0,8,0,0,0,0,20,0,2,0,0,0,0
516,"4_1",4,1,9.81456,3.77952,2.56032,1.035333333,47.62673216,-122.3903859,"2022_10_10_09-46-57_488.jpg",9,30,0,0,0,0,8,0,0,0,0,53,0,0,0,0,0,0
494,"4_1",4,1,9.08304,3.77952,2.56032,1.111666667,47.62679816,-122.3901966,"2022_10_10_09-46-57_328.jpg",9,22,4,3,0,0,9,0,0,0,1,42,0,2,0,0,0,0
472,"4_1",4,1,9.47928,3.77952,2.56032,1.029333333,47.62679983,-122.3899833,"2022_10_10_09-46-57_168.jpg",4,29,5,42,0,0,14,0,0,0,2,0,0,2,0,0,0,0
473,"4_1",4,1,9.47928,3.77952,2.56032,0.923555556,47.62680352,-122.3899948,"2022_10_10_09-46-57_176.jpg",10,34,5,36,0,0,12,0,0,1,0,0,0,1,1,0,0,0
517,"4_1",4,1,9.81456,3.77952,2.56032,0.827444444,47.62672941,-122.3903961,"2022_10_10_09-46-57_496.jpg",12,26,1,5,0,0,5,0,0,6,0,42,0,3,0,0,0,0
504,"4_1",4,1,8.6868,3.77952,2.56032,1.1115,47.62678572,-122.3902873,"2022_10_10_09-46-57_400.jpg",7,59,0,9,0,0,2,0,0,1,3,1,0,18,0,0,0,0
475,"4_1",4,1,9.17448,3.77952,2.56032,0.911,47.6268121,-122.3900215,"2022_10_10_09-46-57_192.jpg",26,36,6,15,0,0,3,1,0,0,2,0,0,3,0,0,0,2
497,"4_1",4,1,9.41832,3.77952,2.56032,0.812,47.62678677,-122.3902266,"2022_10_10_09-46-57_352.jpg",3,0,3,0,2,0,8,0,0,0,0,78,0,5,0,0,0,0
522,"4_1",4,1,10.60704,3.77952,2.56032,0.932555556,47.62677346,-122.3898668,"2022_10_10_09-46-57_80.jpg",10,11,1,35,5,0,8,0,0,0,0,11,0,18,1,0,0,0
464,"4_1",4,1,9.93648,3.77952,2.56032,1.080888889,47.62678276,-122.389908,"2022_10_10_09-46-57_112.jpg",10,26,0,6,4,0,4,0,0,0,0,39,0,5,0,0,0,0
468,"4_1",4,1,9.57072,3.77952,2.56032,1.136666667,47.62679237,-122.3899519,"2022_10_10_09-46-57_144.jpg",8,23,4,20,0,0,12,0,0,0,1,18,0,10,0,0,0,0
490,"4_1",4,1,8.93064,3.77952,2.56032,1.009555556,47.62681415,-122.3901707,"2022_10_10_09-46-57_304.jpg",2,14,7,34,3,0,20,0,0,0,2,7,0,6,1,0,0,0
474,"4_1",4,1,9.47928,3.77952,2.56032,0.800333333,47.6268084,-122.3900091,"2022_10_10_09-46-57_184.jpg",33,25,5,12,1,0,11,0,0,2,3,0,0,8,0,0,0,0
518,"4_1",4,1,10.60704,3.77952,2.56032,1.087777778,47.62676648,-122.3898327,"2022_10_10_09-46-57_56.jpg",10,5,0,6,13,0,7,0,0,0,0,53,0,6,0,0,0,0
513,"4_1",4,1,9.47928,3.77952,2.56032,1.438555556,47.62673744,-122.3903661,"2022_10_10_09-46-57_472.jpg",14,24,4,0,25,0,9,0,0,24,0,0,0,0,0,0,0,0
491,"4_1",4,1,9.08304,3.77952,2.56032,0.983333333,47.62680965,-122.3901783,"2022_10_10_09-46-57_312.jpg",10,28,3,4,0,0,6,0,0,3,5,40,0,1,0,0,0,0
479,"4_1",4,1,9.2964,3.77952,2.56032,0.939111111,47.6268154,-122.3900611,"2022_10_10_09-46-57_224.jpg",4,9,0,1,0,0,11,0,0,0,1,67,0,6,0,0,0,0
476,"4_1",4,1,9.144,3.77952,2.56032,1.027444444,47.62681407,-122.3900302,"2022_10_10_09-46-57_200.jpg",15,17,0,33,0,0,2,0,0,0,1,26,0,1,0,0,0,0
480,"4_1",4,1,9.32688,3.77952,2.56032,0.837444444,47.62681873,-122.390073,"2022_10_10_09-46-57_232.jpg",9,31,0,1,0,0,2,0,0,0,0,46,0,1,0,0,0,0
499,"4_1",4,1,9.11352,3.77952,2.56032,0.827777778,47.62678867,-122.3902434,"2022_10_10_09-46-57_368.jpg",33,15,4,1,10,0,23,0,0,0,0,6,0,5,0,0,0,0
509,"4_1",4,1,9.23544,3.77952,2.56032,1.046888889,47.62675696,-122.3903317,"2022_10_10_09-46-57_440.jpg",10,11,0,0,0,0,28,0,0,0,0,51,0,0,0,0,0,0
471,"4_1",4,1,9.4488,3.77952,2.56032,1.012444444,47.62679748,-122.3899734,"2022_10_10_09-46-57_160.jpg",1,41,0,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0
500,"4_1",4,1,8.90016,3.77952,2.56032,0.9353,47.62679007,-122.3902545,"2022_10_10_09-46-57_376.jpg",14,15,2,0,0,0,7,0,0,0,0,60,0,2,0,0,0,0
496,"4_1",4,1,9.41832,3.77952,2.56032,0.848,47.62678742,-122.3902159,"2022_10_10_09-46-57_344.jpg",0,4,2,0,20,0,8,0,0,0,0,60,0,2,0,0,0,0
511,"4_1",4,1,9.41832,3.77952,2.56032,1.0866,47.62674746,-122.3903483,"2022_10_10_09-46-57_456.jpg",36,51,0,2,0,0,6,0,0,4,0,0,0,1,0,0,0,0
493,"4_1",4,1,9.08304,3.77952,2.56032,1.010444444,47.62680361,-122.3901886,"2022_10_10_09-46-57_320.jpg",22,20,0,0,3,0,0,0,0,0,3,50,0,0,0,0,0,0
508,"4_1",4,1,9.23544,3.77952,2.56032,1.1539,47.62676211,-122.3903195,"2022_10_10_09-46-57_432.jpg",12,23,0,0,9,0,1,0,0,0,1,51,0,0,0,0,0,0
481,"4_1",4,1,11.09472,3.77952,2.56032,0.848666667,47.62675918,-122.3897879,"2022_10_10_09-46-57_24.jpg",15,45,0,6,7,0,9,0,0,0,0,13,0,3,0,0,0,0
512,"4_1",4,1,9.4488,3.77952,2.56032,1.4073,47.62673885,-122.3903569,"2022_10_10_09-46-57_464.jpg",2,9,0,0,0,0,28,0,0,0,0,61,0,0,0,0,0,0
510,"4_1",4,1,9.41832,3.77952,2.56032,0.9805,47.62675316,-122.3903407,"2022_10_10_09-46-57_448.jpg",11,19,0,1,0,0,22,0,0,2,0,45,0,0,0,0,0,0
466,"4_1",4,1,9.93648,3.77952,2.56032,0.989444444,47.62678726,-122.3899287,"2022_10_10_09-46-57_128.jpg",4,22,0,1,0,0,64,0,0,4,2,0,0,3,0,0,0,0
487,"4_1",4,1,8.80872,3.77952,2.56032,1.073,47.62683021,-122.3901351,"2022_10_10_09-46-57_280.jpg",2,13,10,11,26,0,4,0,0,0,0,20,0,14,0,0,0,0
478,"4_1",4,1,9.20496,3.77952,2.56032,1.136777778,47.62681378,-122.390051,"2022_10_10_09-46-57_216.jpg",18,38,0,26,0,0,7,0,0,6,1,0,0,3,0,0,0,0
469,"4_1",4,1,9.6012,3.77952,2.56032,0.9083,47.62679426,-122.3899604,"2022_10_10_09-46-57_152.jpg",8,19,2,34,0,0,22,0,0,0,4,0,0,9,0,0,0,0
507,"4_1",4,1,8.9916,3.77952,2.56032,1.059888889,47.62676829,-122.3903093,"2022_10_10_09-46-57_424.jpg",8,18,2,1,13,0,12,0,0,0,1,36,0,6,0,0,1,2
570,"4_2",4,2,7.74192,3.77952,2.37744,0.786333333,47.62689798,-122.3903316,"2022_10_10_10-10-25_416.jpg",0,0,0,0,22,0,0,22,0,0,0,52,0,2,0,0,0,0
565,"4_2",4,2,7.80288,3.77952,2.37744,0.705555556,47.62690338,-122.390284,"2022_10_10_10-10-25_384.jpg",0,18,2,8,18,0,0,0,0,6,0,40,0,2,0,0,0,4
583,"4_2",4,2,7.71144,3.77952,2.37744,0.9909,47.62687217,-122.3904892,"2022_10_10_10-10-25_512.jpg",0,0,0,0,6,0,6,12,0,4,0,60,0,12,0,0,0,0
574,"4_2",4,2,7.62,3.77952,2.37744,0.992777778,47.62688783,-122.3903828,"2022_10_10_10-10-25_448.jpg",0,6,0,6,24,0,0,8,0,4,4,36,0,6,6,0,0,0
591,"4_2",4,2,9.35736,3.77952,2.37744,0.488555556,47.62685688,-122.3898479,"2022_10_10_10-10-25_80.jpg",0,10,0,0,12,0,0,0,0,2,0,72,0,4,0,0,0,0
533,"4_2",4,2,9.41832,3.77952,2.37744,0.9323,47.62684433,-122.3899475,"2022_10_10_10-10-25_152.jpg",0,0,0,0,8,0,2,0,0,0,0,78,0,2,10,0,0,0
546,"4_2",4,2,7.86384,3.77952,2.37744,0.923555556,47.62690052,-122.3900726,"2022_10_10_10-10-25_240.jpg",2,0,2,2,12,0,0,0,0,0,0,74,0,2,0,0,0,0
529,"4_2",4,2,9.69264,3.77952,2.37744,0.803333333,47.62685008,-122.3899084,"2022_10_10_10-10-25_120.jpg",12,26,4,0,16,0,0,2,0,0,0,26,0,12,2,0,0,0
589,"4_2",4,2,9.32688,3.77952,2.37744,1.064444444,47.62685748,-122.3898347,"2022_10_10_10-10-25_72.jpg",0,0,0,0,8,0,6,4,0,4,0,74,0,4,0,0,0,0
580,"4_2",4,2,7.89432,3.77952,2.37744,1.075,47.62686821,-122.3904476,"2022_10_10_10-10-25_488.jpg",0,0,0,0,24,0,0,0,0,0,0,76,0,0,0,0,0,0
525,"4_2",4,2,8.9916,3.77952,2.37744,1.324777778,47.6268078,-122.38975,"2022_10_10_10-10-25_0.jpg",18,10,0,12,0,0,10,0,0,0,0,28,0,6,0,0,0,0
551,"4_2",4,2,7.34568,3.77952,2.37744,0.449444444,47.62692205,-122.3901261,"2022_10_10_10-10-25_280.jpg",0,2,0,0,64,0,4,0,0,4,0,12,0,14,0,0,0,0
577,"4_2",4,2,7.95528,3.77952,2.37744,1.059222222,47.62687328,-122.3904191,"2022_10_10_10-10-25_472.jpg",0,2,0,0,18,0,2,0,0,6,0,70,0,0,2,0,0,0
537,"4_2",4,2,9.2964,3.77952,2.37744,0.565888889,47.62684404,-122.3899811,"2022_10_10_10-10-25_176.jpg",2,8,14,4,32,0,4,10,0,2,0,12,0,8,0,0,0,2
528,"4_2",4,2,9.57072,3.77952,2.37744,0.850333333,47.62685153,-122.3898971,"2022_10_10_10-10-25_112.jpg",4,0,0,0,36,0,8,2,0,0,0,44,0,4,0,0,0,0
558,"4_2",4,2,7.55904,3.77952,2.37744,0.795444444,47.62692042,-122.3902004,"2022_10_10_10-10-25_328.jpg",0,0,0,0,36,0,0,0,0,0,0,56,0,0,2,0,0,0
544,"4_2",4,2,7.80288,3.77952,2.37744,1.256333333,47.62689193,-122.3900583,"2022_10_10_10-10-25_232.jpg",2,0,12,0,18,0,6,0,0,0,2,54,0,6,0,0,0,0
572,"4_2",4,2,7.55904,3.77952,2.37744,0.766777778,47.62689269,-122.3903627,"2022_10_10_10-10-25_432.jpg",4,8,0,4,4,0,2,8,0,0,0,60,0,6,0,0,0,2
535,"4_2",4,2,9.32688,3.77952,2.37744,0.794375,47.62684364,-122.3899571,"2022_10_10_10-10-25_160.jpg",10,6,8,0,8,0,0,34,0,0,0,26,0,6,2,0,0,0
587,"4_2",4,2,9.26592,3.77952,2.37744,1.131444444,47.62685355,-122.3898119,"2022_10_10_10-10-25_56.jpg",4,6,0,2,20,0,0,0,0,12,0,52,0,4,0,0,0,0
559,"4_2",4,2,7.62,3.77952,2.37744,1.079888889,47.62691869,-122.3902107,"2022_10_10_10-10-25_336.jpg",0,0,0,0,32,0,0,0,0,2,0,42,0,12,0,0,0,0
536,"4_2",4,2,9.26592,3.77952,2.37744,0.844444444,47.62684312,-122.3899681,"2022_10_10_10-10-25_168.jpg",2,18,4,0,34,0,2,4,0,0,0,12,0,12,4,0,0,0
592,"4_2",4,2,9.4488,3.77952,2.37744,0.863222222,47.62685532,-122.3898605,"2022_10_10_10-10-25_88.jpg",4,8,0,2,10,0,0,2,0,0,0,66,0,2,2,0,0,0
552,"4_2",4,2,7.3152,3.77952,2.37744,0.777222222,47.62692315,-122.3901411,"2022_10_10_10-10-25_288.jpg",8,2,0,0,6,0,20,0,0,2,2,48,0,4,0,0,0,0
540,"4_2",4,2,8.2296,3.77952,2.37744,0.950333333,47.62686377,-122.3900125,"2022_10_10_10-10-25_200.jpg",0,0,0,2,24,0,0,0,0,4,0,52,0,18,0,0,0,0
541,"4_2",4,2,8.13816,3.77952,2.37744,1.008777778,47.62686942,-122.3900216,"2022_10_10_10-10-25_208.jpg",6,0,0,0,2,0,6,0,0,0,0,76,0,10,0,0,0,0
538,"4_2",4,2,9.144,3.77952,2.37744,0.651777778,47.62684972,-122.3899911,"2022_10_10_10-10-25_184.jpg",0,0,0,2,0,0,0,0,0,0,0,94,0,0,4,0,0,0
554,"4_2",4,2,7.49808,3.77952,2.37744,0.709222222,47.62692412,-122.3901644,"2022_10_10_10-10-25_304.jpg",2,0,2,0,54,0,0,0,0,4,0,22,0,14,0,0,0,0
573,"4_2",4,2,7.52856,3.77952,2.37744,0.766111111,47.62689021,-122.3903742,"2022_10_10_10-10-25_440.jpg",4,4,2,2,18,0,0,14,0,0,4,36,0,16,0,0,0,0
557,"4_2",4,2,7.55904,3.77952,2.37744,0.626666667,47.6269228,-122.3901864,"2022_10_10_10-10-25_320.jpg",0,0,0,0,44,0,2,0,0,0,2,46,0,0,0,0,0,2
545,"4_2",4,2,9.17448,3.77952,2.37744,1.138,47.62683625,-122.3897765,"2022_10_10_10-10-25_24.jpg",8,34,0,2,0,0,0,0,0,0,0,54,0,2,0,0,0,0
543,"4_2",4,2,7.80288,3.77952,2.37744,1.013333333,47.62688436,-122.3900451,"2022_10_10_10-10-25_224.jpg",6,0,0,0,24,0,2,0,0,0,0,56,0,2,0,0,0,0
575,"4_2",4,2,7.62,3.77952,2.37744,1.216666667,47.62688234,-122.3903984,"2022_10_10_10-10-25_456.jpg",0,0,0,0,4,0,0,2,0,0,0,88,0,0,0,0,0,4
562,"4_2",4,2,7.71144,3.77952,2.37744,1.180444444,47.6269126,-122.3902484,"2022_10_10_10-10-25_360.jpg",0,0,2,0,22,0,2,0,0,8,0,32,0,24,0,0,0,0
579,"4_2",4,2,7.83336,3.77952,2.37744,0.829888889,47.62686931,-122.3904329,"2022_10_10_10-10-25_480.jpg",0,0,0,0,20,0,2,8,0,4,0,64,0,0,0,0,0,2
581,"4_2",4,2,7.83336,3.77952,2.37744,1.105777778,47.62686774,-122.3904643,"2022_10_10_10-10-25_496.jpg",6,8,6,0,10,0,2,20,0,2,0,20,0,24,0,0,0,0
531,"4_2",4,2,9.05256,3.77952,2.37744,0.5181,47.62684656,-122.3899253,"2022_10_10_10-10-25_136.jpg",4,10,0,4,2,0,0,0,0,0,0,76,0,4,0,0,0,0
590,"4_2",4,2,9.02208,3.77952,2.37744,1.292888889,47.62682059,-122.3897586,"2022_10_10_10-10-25_8.jpg",8,22,0,0,0,0,2,0,0,0,0,56,0,8,0,0,0,0
564,"4_2",4,2,7.83336,3.77952,2.37744,1.197666667,47.62690674,-122.3902716,"2022_10_10_10-10-25_376.jpg",6,8,0,0,6,0,4,2,0,6,0,66,0,2,0,0,0,0
588,"4_2",4,2,9.32688,3.77952,2.37744,1.080111111,47.6268564,-122.3898235,"2022_10_10_10-10-25_64.jpg",8,4,2,0,0,0,2,0,0,4,0,80,0,0,0,0,0,0
568,"4_2",4,2,7.89432,3.77952,2.37744,1.023444444,47.6268988,-122.3903098,"2022_10_10_10-10-25_400.jpg",6,10,8,10,24,0,0,0,0,8,4,12,0,12,2,0,0,0
576,"4_2",4,2,7.83336,3.77952,2.37744,1.303888889,47.62687803,-122.3904085,"2022_10_10_10-10-25_464.jpg",0,0,2,0,16,0,0,8,0,4,2,64,0,0,0,0,0,0
593,"4_2",4,2,9.47928,3.77952,2.37744,0.955666667,47.62685404,-122.3898709,"2022_10_10_10-10-25_96.jpg",0,6,0,0,2,0,0,0,0,0,0,92,0,0,0,0,0,0
555,"4_2",4,2,7.65048,3.77952,2.37744,0.701555556,47.62692351,-122.3901776,"2022_10_10_10-10-25_312.jpg",0,2,0,0,10,0,2,0,0,0,0,84,0,2,0,0,0,0
586,"4_2",4,2,7.74192,3.77952,2.37744,1.024,47.62687619,-122.390518,"2022_10_10_10-10-25_536.jpg",0,0,2,0,4,0,0,0,0,0,0,92,0,0,0,0,0,0
556,"4_2",4,2,9.20496,3.77952,2.37744,1.077,47.62684114,-122.3897837,"2022_10_10_10-10-25_32.jpg",4,28,8,8,0,0,2,0,0,0,0,48,0,0,2,0,0,0
532,"4_2",4,2,9.17448,3.77952,2.37744,0.487,47.62684539,-122.3899367,"2022_10_10_10-10-25_144.jpg",2,0,0,0,34,0,6,0,0,0,0,46,0,6,4,0,0,2
549,"4_2",4,2,7.55904,3.77952,2.37744,0.923,47.62691729,-122.3901031,"2022_10_10_10-10-25_264.jpg",0,0,4,0,4,0,8,0,0,0,0,58,0,4,0,0,0,0
561,"4_2",4,2,7.52856,3.77952,2.37744,0.913333333,47.6269146,-122.3902364,"2022_10_10_10-10-25_352.jpg",0,0,0,0,20,0,4,0,0,12,0,40,0,8,0,0,0,0
563,"4_2",4,2,7.7724,3.77952,2.37744,1.102,47.62691024,-122.3902604,"2022_10_10_10-10-25_368.jpg",0,0,6,0,24,0,0,12,0,0,0,34,0,16,0,0,0,2
649,"5_1",5,1,5.9436,6.33984,3.56616,2.405466667,47.62494666,-122.3712573,"2022_9_26_13-11-07_496.jpg",0,1,0,0,0,0,1,2,0,6,0,36,0,53,0,0,0,0
688,"5_1",5,1,5.0292,6.33984,3.56616,1.002,47.62506171,-122.3715842,"2022_9_26_13-11-07_776.jpg",0,0,0,0,3,0,8,3,0,3,6,15,0,14,0,0,0,0
689,"5_1",5,1,3.71856,6.33984,3.56616,0.754133333,47.62476106,-122.3705875,"2022_9_26_13-11-07_8.jpg",6,44,3,8,0,0,7,0,0,14,3,0,0,11,0,3,0,0
654,"5_1",5,1,5.45592,6.33984,3.56616,4.5462,47.62496335,-122.371308,"2022_9_26_13-11-07_528.jpg",0,0,3,0,0,0,21,10,0,41,0,6,0,18,0,0,0,1
630,"5_1",5,1,5.73024,6.33984,3.56616,0.9506,47.62488782,-122.3710762,"2022_9_26_13-11-07_360.jpg",2,0,2,49,0,0,43,0,0,1,0,0,0,3,0,0,0,0
678,"5_1",5,1,5.45592,6.33984,3.56616,0.931133333,47.62504029,-122.3715312,"2022_9_26_13-11-07_704.jpg",0,1,2,12,2,0,18,0,0,4,3,19,0,10,0,0,0,0
673,"5_1",5,1,5.36448,6.33984,3.56616,0.975666667,47.62502154,-122.3714805,"2022_9_26_13-11-07_664.jpg",0,7,2,16,0,0,17,1,0,4,4,28,0,5,0,2,0,0
634,"5_1",5,1,5.51688,6.33984,3.56616,0.957133333,47.62490353,-122.3711216,"2022_9_26_13-11-07_392.jpg",1,2,0,3,3,0,11,3,0,43,0,18,0,10,0,0,0,0
603,"5_1",5,1,4.23672,6.33984,3.56616,0.864733333,47.62483994,-122.3708096,"2022_9_26_13-11-07_160.jpg",0,1,1,0,1,0,19,9,0,1,1,0,0,37,0,0,0,0
658,"5_1",5,1,3.10896,6.33984,3.56616,4.7022,47.62478637,-122.3706541,"2022_9_26_13-11-07_56.jpg",0,0,0,0,0,0,19,0,0,79,0,0,0,0,0,2,0,0
617,"5_1",5,1,6.03504,6.33984,3.56616,1.0586,47.62485214,-122.3709488,"2022_9_26_13-11-07_264.jpg",3,9,13,24,3,0,26,0,0,0,1,0,0,15,0,0,0,0
644,"5_1",5,1,5.97408,6.33984,3.56616,0.9125625,47.62493804,-122.3712308,"2022_9_26_13-11-07_472.jpg",3,6,6,17,1,0,3,0,0,15,0,12,0,26,0,1,0,0
618,"5_1",5,1,6.096,6.33984,3.56616,1.114,47.62485455,-122.3709575,"2022_9_26_13-11-07_272.jpg",6,10,7,19,1,0,26,0,0,13,0,13,0,0,0,0,0,0
645,"5_1",5,1,6.03504,6.33984,3.56616,0.861357143,47.62493769,-122.3712298,"2022_9_26_13-11-07_472.jpg",3,6,6,17,1,0,3,0,0,15,0,12,0,26,0,1,0,0
635,"5_1",5,1,3.29184,6.33984,3.56616,4.644933333,47.62477732,-122.3706341,"2022_9_26_13-11-07_40.jpg",0,11,0,1,0,0,4,0,0,69,1,0,0,9,0,3,0,0
621,"5_1",5,1,6.12648,6.33984,3.56616,1.124066667,47.6248638,-122.3709917,"2022_9_26_13-11-07_296.jpg",5,4,9,44,0,0,9,2,0,0,1,5,0,6,0,0,0,1
