"location","img_name","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","richness","Shannon","Simpson","Pielou","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG","AN_large","AN_plumose","CL_siphon","CR_cancer","CR_kelp","CR_sharp","CU_burrow","CU_cali","fish_gunn","fish_sculp","GR_kelp","GR_lingcod","GR_painted","RF_brown","RF_copper","SP_stripe","SP_kelp","SP_pile","SP_shiner","SS_blood","SS_leather","SS_ochre"
"Elliott_Bay_Marina","2022_10_10_10-10-25_488.jpg","4_2","4","2",7.89432,3.77952,2.37744,1.075,47.62686821,-122.3904476,3,0.601169766444112,0.377217919811783,0.547208303279525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_288.jpg","4_2","4","2",7.3152,3.77952,2.37744,0.777222222,47.62692315,-122.3901411,11,1.72145481240266,0.7296,0.717902417145058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,2,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_304.jpg","4_2","4","2",7.49808,3.77952,2.37744,0.709222222,47.62692412,-122.3901644,10,1.54118144665405,0.6712,0.669326597893526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_400.jpg","4_2","4","2",7.89432,3.77952,2.37744,1.023444444,47.6268988,-122.3903098,12,2.29694164502879,0.88,0.924357317497118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,24,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_208.jpg","4_2","4","2",8.13816,3.77952,2.37744,1.008777778,47.62686942,-122.3900216,6,0.904720500506329,0.408,0.504934125391345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_88.jpg","4_2","4","2",9.4488,3.77952,2.37744,0.863222222,47.62685532,-122.3898605,9,1.27702890028247,0.5432,0.581200899286619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_480.jpg","4_2","4","2",7.83336,3.77952,2.37744,0.829888889,47.62686931,-122.3904329,10,1.40660392510825,0.602268358323722,0.610880322897966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,62,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Elliott_Bay_Marina","2022_10_10_10-10-25_160.jpg","4_2","4","2",9.32688,3.77952,2.37744,0.794375,47.62684364,-122.3899571,10,1.84312045343122,0.792079207920792,0.8004570424082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,34,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_336.jpg","4_2","4","2",7.62,3.77952,2.37744,1.079888889,47.62691869,-122.3902107,7,1.47563227971542,0.7056,0.758324982493049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_360.jpg","4_2","4","2",7.71144,3.77952,2.37744,1.180444444,47.6269126,-122.3902484,12,2.0118602625572,0.820311734143711,0.809632129532449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_8.jpg","4_2","4","2",9.02208,3.77952,2.37744,1.292888889,47.62682059,-122.3897586,6,1.26891853471281,0.6232,0.708196918451057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_512.jpg","4_2","4","2",7.71144,3.77952,2.37744,0.9909,47.62687217,-122.3904892,8,1.38583052937132,0.6096,0.666443610745512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,60,0,0,0,0,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_64.jpg","4_2","4","2",9.32688,3.77952,2.37744,1.080111111,47.6268564,-122.3898235,6,0.79456411880261,0.3496,0.443454678180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_376.jpg","4_2","4","2",7.83336,3.77952,2.37744,1.197666667,47.62690674,-122.3902716,8,1.26794836678802,0.5448,0.609754273622779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,66,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elliott_Bay_Marina","2022_10_10_10-10-25_176.jpg","4_2","4","2",9.2964,3.77952,2.37744,0.565888889,47.62684404,-122.3899811,14,2.18233105533611,0.84,0.826935826988748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,32,14,0,0,4,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,12,0,0,0,0,10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_296.jpg","5_1","5","1",6.12648,6.33984,3.56616,1.124066667,47.6248638,-122.3709917,15,2.04195821217073,0.776786589550044,0.754032628841086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,9,0,0,44,0,0,0,0,0,0,0,9,0,3,0,4,0,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_224.jpg","5_1","5","1",5.45592,6.33984,3.56616,1.413866667,47.6248581,-122.3709005,15,2.11967096757017,0.836,0.78272956930689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,6,0,0,0,0,0,0,13,0,1,0,1,0,1,0,0,0,11,0,0,0,0,10,3,0,0,0,1,0,0,31,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_352.jpg","5_1","5","1",5.85216,6.33984,3.56616,0.873266667,47.62488414,-122.3710632,5,0.925616124135936,0.453484952455642,0.575117633917323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,73,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_744.jpg","5_1","5","1",5.27304,6.33984,3.56616,0.929666667,47.6250603,-122.3715834,17,2.2278286545128,0.8499166748358,0.786325766531683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,3,0,1,0,0,0,24,0,2,0,0,11,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_384.jpg","5_1","5","1",5.39496,6.33984,3.56616,1.1308,47.62490096,-122.3711085,8,1.28958768534418,0.5824,0.620160586145842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_168.jpg","5_1","5","1",4.23672,6.33984,3.56616,1.0452,47.62484261,-122.3708192,15,2.2202496309792,0.86,0.819870189288047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,16,0,0,5,0,0,0,0,0,0,0,24,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1,1,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_776.jpg","5_1","5","1",5.0292,6.33984,3.56616,1.002,47.62506171,-122.3715842,11,1.89268303800414,0.774,0.789310133546975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,2,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,42,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_472.jpg","5_1","5","1",5.97408,6.33984,3.56616,0.9125625,47.62493804,-122.3712308,16,2.38501104203561,0.887756102342908,0.860210900702549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,6,0,0,17,0,0,0,0,0,0,0,3,0,11,0,3,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_160.jpg","5_1","5","1",4.23672,6.33984,3.56616,0.864733333,47.62483994,-122.3708096,14,1.79740851478147,0.7744,0.681079753217606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,36,0,0,0,0,1,0,0,0,0,1,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_264.jpg","5_1","5","1",6.03504,6.33984,3.56616,1.0586,47.62485214,-122.3709488,11,2.01249412533301,0.8336,0.83927523781487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,13,0,0,24,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_368.jpg","5_1","5","1",5.57784,6.33984,3.56616,0.978066667,47.6248939,-122.3710879,9,1.69594355978804,0.7642,0.771857177132117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,28,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_632.jpg","5_1","5","1",5.45592,6.33984,3.56616,0.863133333,47.62500695,-122.371442,10,1.78262142886823,0.798157043427115,0.774182649879961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,14,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_360.jpg","5_1","5","1",5.73024,6.33984,3.56616,0.9506,47.62488782,-122.3710762,6,1.02017793428321,0.5732,0.56937214609656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,49,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_472.jpg","5_1","5","1",6.03504,6.33984,3.56616,0.861357143,47.62493769,-122.3712298,16,2.38501104203561,0.887756102342908,0.860210900702549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,6,0,0,17,0,0,0,0,0,0,0,3,0,11,0,3,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_720.jpg","5_1","5","1",5.36448,6.33984,3.56616,1.060133333,47.62504825,-122.3715523,13,2.13696901375805,0.856,0.833142770457252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,5,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,20,1,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_272.jpg","5_1","5","1",6.096,6.33984,3.56616,1.114,47.62485455,-122.3709575,10,2.00230528478913,0.8422,0.869590136269637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,7,0,0,19,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_584.jpg","5_1","5","1",5.76072,6.33984,3.56616,4.49,47.62498472,-122.3713801,13,2.17251775204043,0.8424,0.847002201318515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,12,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_112.jpg","5_1","5","1",3.26136,6.33984,3.56616,0.970142857,47.62482105,-122.3707376,4,0.953905633830245,0.538,0.688097463701469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_600.jpg","5_1","5","1",5.76072,6.33984,3.56616,4.168733333,47.62499191,-122.3714011,10,1.1221999875759,0.4556,0.48736526219611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,73,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_120.jpg","5_1","5","1",3.53568,6.33984,3.56616,1.2092,47.62482535,-122.3707475,12,1.8738899040928,0.7842,0.7541087727592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,38,0,0,0,10,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_48.jpg","5_1","5","1",3.26136,6.33984,3.56616,4.655133333,47.62478107,-122.370643,10,1.6188990848406,0.7038,0.703078939304496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,50,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_552.jpg","5_1","5","1",5.82168,6.33984,3.56616,4.433866667,47.62497351,-122.3713423,15,2.21315973091089,0.857562984021174,0.8172521063347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0,26,0,17,0,1,0,5,0,0,0,14,0,0,0,0,4,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_752.jpg","5_1","5","1",5.1816,6.33984,3.56616,0.978333333,47.62506479,-122.3715949,13,2.05630820988477,0.8342,0.801695442408208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,13,0,0,0,0,10,5,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_704.jpg","5_1","5","1",5.45592,6.33984,3.56616,0.931133333,47.62504029,-122.3715312,12,2.13853509892789,0.863836878737379,0.860609833818241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,12,0,0,0,0,0,0,0,18,0,19,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_496.jpg","5_1","5","1",5.97408,6.33984,3.56616,4.4806875,47.62494714,-122.3712587,10,1.46675701641389,0.6994,0.637004478521429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,36,0,0,0,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_456.jpg","5_1","5","1",6.2484,6.33984,3.56616,0.915266667,47.62493169,-122.3712111,16,2.36052942917042,0.879129497108127,0.851381025334156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,21,0,0,0,0,0,0,0,7,0,4,0,2,0,6,0,0,0,1,0,0,0,0,5,11,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Centennial_Park","2022_9_26_13-11-07_496.jpg","5_1","5","1",5.9436,6.33984,3.56616,2.405466667,47.62494666,-122.3712573,10,1.46675701641389,0.6994,0.637004478521429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,36,0,0,0,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_32.jpg","5_1","5","1",3.53568,6.33984,3.56616,4.7102,47.62477425,-122.370624,12,1.67815543740232,0.738751102833056,0.675339428765057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,34,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_208.jpg","5_1","5","1",4.99872,6.33984,3.56616,0.8482,47.62485413,-122.3708746,18,2.33964651709579,0.87120338331411,0.809462142959341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,4,1,1,0,0,3,0,0,0,0,0,0,0,17,0,2,0,1,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_408.jpg","5_1","5","1",5.91312,6.33984,3.56616,1.042933333,47.62490889,-122.3711412,12,1.75109387261713,0.7522,0.704692014392783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,39,0,0,0,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_216.jpg","5_1","5","1",4.99872,6.33984,3.56616,1.301933333,47.62485772,-122.3708919,14,2.263708408841,0.874,0.857771592696328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,3,9,0,0,0,3,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_80.jpg","5_1","5","1",2.8956,6.33984,3.56616,3.7736,47.6248007,-122.3706883,11,1.83867827371212,0.7828,0.766788397545972,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,35,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial_Park","2022_9_26_13-11-07_664.jpg","5_1","5","1",5.36448,6.33984,3.56616,0.975666667,47.62502154,-122.3714805,14,2.33033916096407,0.8838,0.883019529289195,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,16,0,0,0,0,0,0,0,17,0,11,0,0,0,6,0,0,0,17,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
