"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
804,"5_3",5,3,3.5052,6.33984,3.32232,4.677733333,47.62456141,-122.3705599,"2022_9_26_13-51-04_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,8,0,0,0,0,2,0,0,0,0,0,2,0,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,8,0,0,0,0,0,0,16,0,0,2,0,0,0
805,"5_3",5,3,3.38328,6.33984,3.32232,4.220866667,47.62456461,-122.3705683,"2022_9_26_13-51-04_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,14,0,0,12,4,0,0
806,"5_3",5,3,3.59664,6.33984,3.32232,3.339125,47.62453487,-122.3704936,"2022_9_26_13-51-04_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,42,0,0,0
807,"5_3",5,3,3.5052,6.33984,3.32232,0.976375,47.62456853,-122.3705795,"2022_9_26_13-51-04_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
808,"5_3",5,3,3.84048,6.33984,3.32232,1.122066667,47.6245718,-122.3705878,"2022_9_26_13-51-04_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
809,"5_3",5,3,4.14528,6.33984,3.32232,0.9802,47.62457637,-122.3705998,"2022_9_26_13-51-04_96.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,42,0,0,8,0,0,0
810,"6_1",6,1,5.97408,6.58368,4.45008,1.3984,47.619728,-122.3631896,"2022_8_15_09-59-38_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,0,0,70,0,0,0,0,0,0,0,2,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
811,"6_1",6,1,4.69392,6.58368,4.45008,0.8863125,47.61976933,-122.3630589,"2022_8_15_09-59-38_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,18,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,0
812,"6_1",6,1,4.48056,6.58368,4.45008,0.973625,47.61976759,-122.3630477,"2022_8_15_09-59-38_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,1,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0
813,"6_1",6,1,4.38912,6.58368,4.45008,0.821333333,47.61976567,-122.3630382,"2022_8_15_09-59-38_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,0
814,"6_1",6,1,4.32816,6.58368,4.45008,0.8128,47.61976224,-122.3630299,"2022_8_15_09-59-38_128.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,72,1,0,0,0,0,0
815,"6_1",6,1,4.05384,6.58368,4.45008,1.053333333,47.61975765,-122.3630209,"2022_8_15_09-59-38_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
816,"6_1",6,1,3.71856,6.58368,4.45008,1.2384,47.61975483,-122.3630132,"2022_8_15_09-59-38_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
817,"6_1",6,1,3.84048,6.58368,4.45008,0.957466667,47.61975248,-122.3630059,"2022_8_15_09-59-38_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0
818,"6_1",6,1,6.15696,6.58368,4.45008,1.363266667,47.61973468,-122.3631701,"2022_8_15_09-59-38_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
819,"6_1",6,1,3.44424,6.58368,4.45008,0.925,47.61974935,-122.3629963,"2022_8_15_09-59-38_160.jpg",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,87,0,0,0,0,0,0
820,"6_1",6,1,3.32232,6.58368,4.45008,1.155666667,47.61974557,-122.3629837,"2022_8_15_09-59-38_168.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0
821,"6_1",6,1,3.32232,6.58368,4.45008,1.070066667,47.61974137,-122.3629704,"2022_8_15_09-59-38_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,0,0,0,74,0,0,0,0,0,0
822,"6_1",6,1,3.32232,6.58368,4.45008,0.8936,47.61973711,-122.3629564,"2022_8_15_09-59-38_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,48,0,0,3,0,0,0
823,"6_1",6,1,3.16992,6.58368,4.45008,0.903266667,47.61973375,-122.3629445,"2022_8_15_09-59-38_192.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,5,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,56,2,0,0,0,0,0
824,"6_1",6,1,2.92608,6.58368,4.45008,1.0714,47.61973138,-122.362935,"2022_8_15_09-59-38_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,37,4,0,1,0,0,0
825,"6_1",6,1,2.8956,6.58368,4.45008,0.947066667,47.61972382,-122.3629213,"2022_8_15_09-59-38_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,71,3,0,1,0,0,0
826,"6_1",6,1,2.92608,6.58368,4.45008,0.821,47.6197178,-122.3629135,"2022_8_15_09-59-38_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,13,0,0,0,0,0,0,66,2,0,0,0,0,0
827,"6_1",6,1,2.68224,6.58368,4.45008,0.986866667,47.61970775,-122.3629004,"2022_8_15_09-59-38_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,0,0,0,0,0,47,4,0,3,0,0,0
828,"6_1",6,1,2.77368,6.58368,4.45008,3.024066667,47.6197005,-122.3628907,"2022_8_15_09-59-38_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,61,0,0,0,0,0,0
829,"6_1",6,1,6.49224,6.58368,4.45008,1.063266667,47.61973724,-122.3631627,"2022_8_15_09-59-38_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,0,0,6,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
830,"6_1",6,1,2.80416,6.58368,4.45008,4.710066667,47.61969344,-122.3628814,"2022_8_15_09-59-38_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,44,1,0,0,0,0,0
831,"6_1",6,1,2.77368,6.58368,4.45008,0.858866667,47.61968643,-122.3628726,"2022_8_15_09-59-38_248.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,54,4,0,0,0,0,0
832,"6_1",6,1,2.77368,6.58368,4.45008,3.036,47.61967893,-122.3628624,"2022_8_15_09-59-38_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,27,0,0,0,0,0,0,44,6,0,0,0,0,0
833,"6_1",6,1,2.77368,6.58368,4.45008,3.4450625,47.61967147,-122.3628536,"2022_8_15_09-59-38_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,0,0,0,0,0,53,7,0,0,0,0,0
834,"6_1",6,1,2.71272,6.58368,4.45008,0.822333333,47.61966151,-122.3628424,"2022_8_15_09-59-38_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,57,7,0,0,0,0,0
835,"6_1",6,1,2.65176,6.58368,4.45008,4.024066667,47.6196535,-122.3628326,"2022_8_15_09-59-38_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,5,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,57,13,0,0,0,0,0
836,"6_1",6,1,2.68224,6.58368,4.45008,3.785666667,47.61964986,-122.3628243,"2022_8_15_09-59-38_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,1,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,61,5,0,0,0,0,0
837,"6_1",6,1,2.62128,6.58368,4.45008,2.649933333,47.61964281,-122.3628145,"2022_8_15_09-59-38_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,56,4,0,0,0,0,0
838,"6_1",6,1,2.49936,6.58368,4.45008,1.754066667,47.61963117,-122.3628041,"2022_8_15_09-59-38_304.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7,0,0,0,0,0,0,57,15,0,0,0,0,0
839,"6_1",6,1,2.56032,6.58368,4.45008,1.134266667,47.61962367,-122.3627976,"2022_8_15_09-59-38_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,0,0,0,0,0,0,25,32,0,0,0,0,0
840,"6_1",6,1,6.37032,6.58368,4.45008,0.7582,47.61974135,-122.3631525,"2022_8_15_09-59-38_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,2,16,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
841,"6_1",6,1,2.49936,6.58368,4.45008,1.081866667,47.61961594,-122.3627911,"2022_8_15_09-59-38_320.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,33,2,0,0,0,0,0
842,"6_1",6,1,2.71272,6.58368,4.45008,0.9582,47.61960585,-122.3627826,"2022_8_15_09-59-38_328.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,17,0,0,0,0,0,0,21,24,0,0,0,0,0
843,"6_1",6,1,2.71272,6.58368,4.45008,4.0190625,47.61959779,-122.3627757,"2022_8_15_09-59-38_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,5,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,40,4,0,0,0,0,0
844,"6_1",6,1,2.7432,6.58368,4.45008,0.8982,47.6195901,-122.3627674,"2022_8_15_09-59-38_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,41,5,0,0,0,0,0
845,"6_1",6,1,2.68224,6.58368,4.45008,0.912466667,47.61958579,-122.3627613,"2022_8_15_09-59-38_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,23,0,0,0,0,0,0,31,9,0,0,0,0,0
846,"6_1",6,1,2.65176,6.58368,4.45008,3.719733333,47.61957983,-122.3627533,"2022_8_15_09-59-38_360.jpg",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,9,0,0,0,0,0
847,"6_1",6,1,2.62128,6.58368,4.45008,0.9125,47.61957304,-122.3627441,"2022_8_15_09-59-38_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,17,41,0,0,0,0,0
848,"6_1",6,1,2.4384,6.58368,4.45008,1.051266667,47.61956424,-122.3627325,"2022_8_15_09-59-38_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,33,24,0,0,0,0,0
849,"6_1",6,1,2.46888,6.58368,4.45008,1.055533333,47.619556,-122.3627226,"2022_8_15_09-59-38_384.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,0,0,0,0,0,3,19,0,0,0,0,0
850,"6_1",6,1,2.4384,6.58368,4.45008,1.058266667,47.6195477,-122.3627136,"2022_8_15_09-59-38_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,26,0,0,0,0,0,0,25,13,0,3,0,0,0
851,"6_1",6,1,6.06552,6.58368,4.45008,0.816333333,47.61974436,-122.3631447,"2022_8_15_09-59-38_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,0,4,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
852,"6_1",6,1,2.46888,6.58368,4.45008,1.120266667,47.61954109,-122.3627063,"2022_8_15_09-59-38_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,18,0,0,0,0,0,0,32,21,0,0,0,0,0
853,"6_1",6,1,2.56032,6.58368,4.45008,1.05875,47.6195333,-122.362698,"2022_8_15_09-59-38_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,0,0,0,0,0,0,24,7,0,9,0,0,0
854,"6_1",6,1,2.56032,6.58368,4.45008,1.021125,47.61952626,-122.3626891,"2022_8_15_09-59-38_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,0,0,32,0,0,0,0,0,0,2,11,0,0,0,0,0
855,"6_1",6,1,2.5908,6.58368,4.45008,0.981,47.61952194,-122.3626809,"2022_8_15_09-59-38_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,41,0,0,0,0,0,0,2,11,0,0,0,0,0
856,"6_1",6,1,2.5908,6.58368,4.45008,0.967266667,47.61951853,-122.3626748,"2022_8_15_09-59-38_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,26,25,0,0,0,0,0
857,"6_1",6,1,2.49936,6.58368,4.45008,2.494,47.61951259,-122.3626658,"2022_8_15_09-59-38_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,39,23,0,0,0,0,0
858,"6_1",6,1,2.46888,6.58368,4.45008,1.568,47.61950697,-122.3626572,"2022_8_15_09-59-38_448.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,0,0,0,0,0,0,37,8,0,0,0,0,0
859,"6_1",6,1,2.4384,6.58368,4.45008,0.9696875,47.61949777,-122.3626449,"2022_8_15_09-59-38_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,23,19,0,0,0,0,0
860,"6_1",6,1,2.4384,6.58368,4.45008,1.0616,47.61949039,-122.362638,"2022_8_15_09-59-38_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,15,0,0,0,0,0,0,28,28,0,0,0,0,0
861,"6_1",6,1,2.46888,6.58368,4.45008,4.5874,47.61948468,-122.3626293,"2022_8_15_09-59-38_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13,0,0,0,0,0,0,3,42,0,0,0,0,0
862,"6_1",6,1,5.7912,6.58368,4.45008,0.908866667,47.61974801,-122.3631348,"2022_8_15_09-59-38_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,3,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
863,"6_1",6,1,2.4384,6.58368,4.45008,3.575933333,47.6194782,-122.3626206,"2022_8_15_09-59-38_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,51,0,0,0,0,0
864,"6_1",6,1,2.4384,6.58368,4.45008,0.906357143,47.61947041,-122.3626103,"2022_8_15_09-59-38_488.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,58,0,0,0,0,0
865,"6_1",6,1,2.40792,6.58368,4.45008,0.927266667,47.61946332,-122.3626006,"2022_8_15_09-59-38_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,0,0,34,0,0,0,0,0,0,2,23,0,0,0,0,0
866,"6_1",6,1,2.40792,6.58368,4.45008,1.186466667,47.61945958,-122.3625958,"2022_8_15_09-59-38_504.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,8,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,15,31,0,0,0,0,0
867,"6_1",6,1,2.37744,6.58368,4.45008,4.5146,47.61944779,-122.3625869,"2022_8_15_09-59-38_512.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,40,19,0,0,0,0,0
868,"6_1",6,1,2.37744,6.58368,4.45008,4.366933333,47.61943678,-122.3625777,"2022_8_15_09-59-38_520.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,21,53,0,0,0,0,0
869,"6_1",6,1,2.5908,6.58368,4.45008,0.8999375,47.61942822,-122.3625702,"2022_8_15_09-59-38_528.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,0,0,0,0,10,35,0,0,0,0,0
