"key","site","transect","richness","Shannon","Simpson","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"5_1","5","1",10,1.6188990848406,0.7038,"2022_9_26_13-11-07_48.jpg",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.12,0,0,0.01,0,0,0,0,0,0,0.5,0.03,0,0.01,0,0,0
"5_1","5","1",11,1.95466794600076,0.8266,"2022_9_26_13-11-07_560.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.06,0,0.01,0,0.05,0,0,0,0.25,0,0,0,0,0,0.03,0,0,0,0,0,0,0.19,0,0,0,0,0.05,0,0,0,0,0.23,0,0,0,0,0,0
"5_1","5","1",14,2.32205945007299,0.8802,"2022_9_26_13-11-07_72.jpg",0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.03,0.03,0,0,0.02,0,0,0,0,0,0,0,0.12,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.04,0.07,0,0,0.11,0,0
"5_1","5","1",14,1.79740851478147,0.7744,"2022_9_26_13-11-07_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0.09,0,0,0.01,0,0,0,0,0.36,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0.22,0.01,0,0
"5_1","5","1",9,1.66037315719693,0.7806,"2022_9_26_13-11-07_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.22,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.23,0,0,0,0,0,0,0.29,0,0,0.01,0.03,0,0
"5_1","5","1",15,2.51291126075974,0.9036,"2022_9_26_13-11-07_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0.19,0,0.08,0,0.04,0,0.04,0,0.02,0,0,0,0.02,0,0,0.04,0.06,0,0.03,0,0,0,0,0.13,0,0,0,0.06,0,0,0,0,0,0.06,0.04,0,0,0,0,0
"5_1","5","1",11,1.63143647733114,0.7352,"2022_9_26_13-11-07_448.jpg",0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.06,0.01,0.11,0.05,0,0,0.34,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.36,0,0,0.01,0,0,0
"5_1","5","1",13,2.15040969682641,0.8566,"2022_9_26_13-11-07_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0.14,0,0.01,0,0.02,0,0.03,0,0,0,0.2,0,0,0,0,0.02,0.15,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.02,0,0
"5_1","5","1",4,0.878770749355715,0.4426,"2022_9_26_13-11-07_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.09,0,0,0.73,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_1","5","1",11,1.63883545575476,0.7336,"2022_9_26_13-11-07_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.34,0,0,0.03,0.02,0,0
"5_1","5","1",10,1.46675701641389,0.6994,"2022_9_26_13-11-07_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.39,0,0.36,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.01,0,0
"5_1","5","1",15,2.32896407288726,0.8782,"2022_9_26_13-11-07_656.jpg",0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.06,0,0.07,0.02,0,0,0.13,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0.06,0.03,0,0,0,0,0,0,0.08,0,0,0,0.01,0.01,0,0,0,0,0,0.22,0,0.07,0,0,0
"5_1","5","1",14,2.263708408841,0.874,"2022_9_26_13-11-07_216.jpg",0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.22,0.03,0.09,0,0,0,0.03,0,0,0,0,0,0,0,0.1,0,0.08,0,0,0,0,0,0,0,0.09,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0.14,0,0,0,0.15,0,0,0,0,0,0.01,0.02,0,0,0,0,0
"5_1","5","1",19,2.23907278157345,0.8288,"2022_9_26_13-11-07_184.jpg",0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.02,0.02,0.06,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0.18,0,0,0,0.06,0,0,0,0.09,0,0.06,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0.34,0,0,0,0.01,0.03,0,0,0,0,0.01,0.03,0,0,0,0,0
"5_1","5","1",16,2.16412242132059,0.8488,"2022_9_26_13-11-07_200.jpg",0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0.03,0.05,0,0,0,0,0.01,0,0,0,0,0,0.24,0,0,0,0.03,0,0.02,0,0,0,0.06,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0.19,0,0,0,0.14,0,0,0,0,0,0.17,0,0,0,0,0,0
"5_1","5","1",11,2.03323553332085,0.8364,"2022_9_26_13-11-07_536.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.08,0,0.02,0,0,0,0.2,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0.23,0,0,0,0.23,0.03,0,0,0,0,0.06,0,0,0,0,0,0
"5_1","5","1",4,0.659067429624017,0.327,"2022_9_26_13-11-07_608.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.81,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_1","5","1",12,1.75109387261713,0.7522,"2022_9_26_13-11-07_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0.39,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.28,0,0,0.01,0.01,0,0
"5_1","5","1",15,2.35275961643439,0.8856,"2022_9_26_13-11-07_472.jpg",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0.03,0.01,0.06,0,0,0.17,0,0,0,0,0,0,0,0.03,0,0.11,0,0.03,0,0.01,0,0,0,0.01,0,0,0,0,0,0.06,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.15,0,0,0.09,0,0,0
"5_1","5","1",11,2.03491553280615,0.8428,"2022_9_26_13-11-07_576.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.2,0,0,0,0.23,0,0,0,0,0,0.2,0.1,0,0,0,0,0
"5_1","5","1",13,2.13696901375805,0.856,"2022_9_26_13-11-07_720.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.01,0,0.05,0,0,0,0.23,0,0,0,0,0,0.01,0,0,0,0,0,0,0.12,0,0,0,0.2,0.01,0,0,0,0,0.07,0.1,0,0,0,0,0
"5_1","5","1",6,1.02017793428321,0.5732,"2022_9_26_13-11-07_360.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.49,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"5_1","5","1",11,2.01249412533301,0.8336,"2022_9_26_13-11-07_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.03,0.03,0.13,0,0,0.24,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.01,0,0.05,0.06,0,0
"5_1","5","1",14,2.40023157795372,0.8974,"2022_9_26_13-11-07_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0.05,0,0,0.15,0.01,0,0,0,0,0,0,0.16,0,0.09,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.11,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0
"5_1","5","1",11,1.89050875097054,0.7802,"2022_9_26_13-11-07_760.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0.4,0,0,0,0.07,0.06,0,0,0,0,0.02,0.04,0,0,0,0,0
"5_1","5","1",3,0.580000032886322,0.3394,"2022_9_26_13-11-07_56.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0
"5_1","5","1",9,1.16751847704705,0.5034,"2022_9_26_13-11-07_40.jpg",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.11,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.69,0.01,0,0.02,0,0,0
"5_1","5","1",8,1.28958768534418,0.5824,"2022_9_26_13-11-07_384.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0
"5_1","5","1",10,2.00230528478913,0.8422,"2022_9_26_13-11-07_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.01,0.07,0,0,0.19,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.01,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.04,0,0,0
"5_1","5","1",9,1.62249639785381,0.7026,"2022_9_26_13-11-07_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.06,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.5,0,0,0.05,0,0.06,0,0,0,0,0,0,0,0,0,0,0
"5_1","5","1",14,2.17881956917496,0.8596,"2022_9_26_13-11-07_688.jpg",0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0.24,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.16,0,0,0,0.15,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0.09,0.01,0,0.13,0,0,0
"5_1","5","1",13,2.1359638224832,0.846,"2022_9_26_13-11-07_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.02,0,0,0,0.02,0,0.06,0,0,0,0,0.04,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0.11,0.04,0,0
"5_1","5","1",11,1.86467707270123,0.787,"2022_9_26_13-11-07_320.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0.01,0.38,0,0,0,0,0,0,0,0.03,0,0.05,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0.16,0.01,0,0,0,0,0
"5_1","5","1",12,1.53582898109828,0.6652,"2022_9_26_13-11-07_64.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.2,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.53,0.01,0,0.01,0.02,0,0
"5_1","5","1",11,2.10381891389559,0.8612,"2022_9_26_13-11-07_704.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.02,0,0,0.12,0,0,0,0,0,0,0,0.18,0,0.19,0,0.1,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.16,0,0,0
"5_1","5","1",14,2.33033916096407,0.8838,"2022_9_26_13-11-07_664.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0.02,0,0,0.16,0,0,0,0,0,0,0,0.17,0,0.11,0,0,0,0.06,0,0,0,0.17,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.08,0,0,0
"5_1","5","1",14,2.12360619489282,0.817,"2022_9_26_13-11-07_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0.03,0.08,0,0,0.13,0,0,0,0,0,0,0,0.08,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.37,0,0,0.03,0.02,0,0
"5_1","5","1",14,2.30630128670781,0.8768,"2022_9_26_13-11-07_312.jpg",0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0.24,0,0,0,0,0,0,0,0.06,0,0.13,0,0,0,0.02,0,0,0,0.08,0,0,0,0,0,0.06,0,0,0,0,0,0,0.11,0,0,0,0.04,0.01,0,0,0,0,0.1,0.02,0,0,0,0,0
"5_1","5","1",11,1.83867827371212,0.7828,"2022_9_26_13-11-07_80.jpg",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.12,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.35,0,0,0.02,0.02,0,0
"5_1","5","1",9,1.69038970929939,0.7672,"2022_9_26_13-11-07_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.2,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.23,0.02,0,0,0.03,0,0
"5_1","5","1",16,2.17263075833516,0.8346,"2022_9_26_13-11-07_192.jpg",0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.01,0,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0.17,0,0,0,0.16,0,0.02,0,0.01,0,0.03,0,0,0,0,0.03,0.05,0,0.02,0,0,0,0,0.31,0,0,0,0.02,0,0,0,0,0,0.03,0.01,0,0,0,0,0
"5_1","5","1",9,1.74434610713533,0.7942,"2022_9_26_13-11-07_632.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.23,0,0.14,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.03,0,0,0,0,0,0.29,0.02,0,0,0,0,0
"5_1","5","1",11,1.60947441633552,0.7188,"2022_9_26_13-11-07_520.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.09,0,0.3,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0.02,0.05,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.42,0.01,0,0,0,0,0
"5_1","5","1",15,2.22767235074546,0.8518,"2022_9_26_13-11-07_712.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.01,0,0,0.03,0,0,0,0,0,0,0,0.16,0,0,0,0.06,0,0,0.01,0.01,0,0.09,0,0,0,0,0,0.05,0,0,0,0,0,0,0.29,0,0,0,0.13,0.01,0,0,0,0,0.04,0.04,0,0,0,0,0
"5_1","5","1",14,2.00627625827086,0.7724,"2022_9_26_13-11-07_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0.05,0,0.09,0,0,0.44,0,0,0,0,0,0,0,0.09,0,0.03,0,0.04,0,0.07,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0
"5_1","5","1",10,1.65680280519317,0.7516,"2022_9_26_13-11-07_640.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0.16,0,0.17,0,0,0,0.41,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.01,0,0.02,0.01,0,0
"5_1","5","1",9,1.69594355978804,0.7642,"2022_9_26_13-11-07_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.04,0,0,0,0,0.28,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0
"5_1","5","1",10,1.46675701641389,0.6994,"2022_9_26_13-11-07_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.39,0,0.36,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.01,0,0
"5_2","5","2",8,1.65846058914988,0.768,"2022_9_26_13-33-08_488.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.34,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0.22,0.02,0,0
"5_2","5","2",7,1.60276813639466,0.7496,"2022_9_26_13-33-08_144.jpg",0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.08,0,0,0.4,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"5_2","5","2",7,1.5738816890911,0.7162,"2022_9_26_13-33-08_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.09,0,0,0
"5_2","5","2",11,1.85208143045144,0.7892,"2022_9_26_13-33-08_328.jpg",0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.05,0.21,0,0,0.35,0,0,0,0,0,0,0,0.18,0,0,0,0.02,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0
"5_2","5","2",8,1.86949631419229,0.8272,"2022_9_26_13-33-08_88.jpg",0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0,0,0,0,0,0.11,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.19,0,0,0
"5_2","5","2",11,2.03864818843981,0.832,"2022_9_26_13-33-08_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.14,0,0.02,0,0,0.32,0,0,0,0,0,0,0,0.12,0,0.06,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0
"5_2","5","2",7,1.45682241706097,0.6752,"2022_9_26_13-33-08_504.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0.52,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.06,0,0,0.08,0,0,0
"5_2","5","2",11,1.98377878321303,0.8304,"2022_9_26_13-33-08_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0.04,0,0,0.18,0,0,0,0,0,0,0,0.16,0,0,0,0.02,0,0,0,0,0,0.14,0,0,0,0,0.02,0,0,0,0,0,0,0,0.28,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2","5","2",10,1.88305735667114,0.7902,"2022_9_26_13-33-08_16.jpg",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.39,0.07,0,0,0,0.02,0.16,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0,0,0
"5_2","5","2",10,1.70499823670165,0.7328,"2022_9_26_13-33-08_568.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0.04,0,0.02,0.46,0,0,0,0,0,0,0,0.06,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.16,0.02,0,0,0,0,0
"5_2","5","2",15,2.15586316046952,0.851,"2022_9_26_13-33-08_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.06,0,0.01,0,0.01,0.15,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.01,0,0.01,0,0.12,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.09,0.01,0,0.04,0,0,0
"5_2","5","2",10,2.01191972911483,0.844,"2022_9_26_13-33-08_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0.2,0,0,0,0,0.18,0.04,0,0,0,0,0,0,0.14,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2","5","2",9,1.32383775103001,0.6046,"2022_9_26_13-33-08_536.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0.01,0,0.19,0,0,0.59,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0
"5_2","5","2",11,1.88328015411936,0.7872,"2022_9_26_13-33-08_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0.36,0,0,0,0,0,0,0,0.24,0,0,0,0.02,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.12,0.04,0,0.04,0,0,0
"5_2","5","2",7,1.81447540841638,0.8192,"2022_9_26_13-33-08_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.06,0,0,0,0,0,0.24,0,0,0,0,0,0
"5_2","5","2",9,1.6673874673387,0.732,"2022_9_26_13-33-08_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0,0,0,0.16,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.46,0.02,0,0,0,0,0
"5_2","5","2",9,1.46416729101279,0.6914,"2022_9_26_13-33-08_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0
"5_2","5","2",11,2.05742966404634,0.8384,"2022_9_26_13-33-08_584.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0.1,0,0.04,0,0,0.3,0,0,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.14,0.02,0,0.02,0,0,0
