site,transect,photo,path,row,column,patch_size,label,long_label
Centennial,5,2024_10_08_11-39-36.jpg,,2779,1673,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-36.jpg,,977,2646,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,1286,4363,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-36.jpg,,3238,1623,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,2589,649,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-39-36.jpg,,884,1505,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,3543,2671,224,BR_sarg,brown_algae_sargassum
Centennial,5,2024_10_08_11-39-36.jpg,,288,3423,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-39-36.jpg,,3637,1755,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,3414,1890,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,675,3265,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-36.jpg,,2204,3659,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-36.jpg,,1201,3392,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-36.jpg,,3673,3524,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,1736,1236,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,1965,3003,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-45.jpg,,740,3369,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,291,1041,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,1757,2034,224,RE_branch,red_algae_branching
Centennial,5,2024_10_08_11-39-45.jpg,,1953,381,224,SU_bould,boulder
Centennial,5,2024_10_08_11-39-45.jpg,,3668,3582,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,3394,4025,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,3032,190,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-45.jpg,,287,1481,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2148,1381,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,591,3300,224,SU_bould,boulder
Centennial,5,2024_10_08_11-39-45.jpg,,416,1186,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,3555,1665,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,3271,747,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,3055,2886,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-45.jpg,,3120,3728,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-45.jpg,,521,900,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2547,1612,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-45.jpg,,1377,3761,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-39-45.jpg,,140,1826,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2522,2573,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,1072,2642,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,1989,2440,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,3288,2019,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,3877,3104,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,3239,2638,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,414,2209,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,3880,2391,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,3472,123,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2337,4007,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,389,1826,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2398,2540,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,3659,2247,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-39-45.jpg,,1103,3550,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,826,2886,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2426,1854,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,656,804,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2103,3962,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-45.jpg,,2505,1184,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,3309,357,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-45.jpg,,3218,3078,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-45.jpg,,1870,1932,224,RE_branch,red_algae_branching
Centennial,5,2024_10_08_11-39-45.jpg,,427,3956,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,529,1552,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,1293,2845,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,320,458,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-45.jpg,,139,2328,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-45.jpg,,2687,2841,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-45.jpg,,2645,3296,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-39-54.jpg,,1368,2923,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3874,2931,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,248,3512,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3172,4492,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,2001,556,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,473,685,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,298,1346,224,RE_fil,red_algae_filamentous
Centennial,5,2024_10_08_11-39-54.jpg,,1956,1491,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,574,4232,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,1751,4101,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,822,545,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,2572,1143,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,2151,3886,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,2874,3445,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,2212,1112,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3612,403,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-54.jpg,,2142,2044,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3232,2109,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,2594,273,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3420,738,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-39-54.jpg,,3862,933,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3205,670,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-39-54.jpg,,133,3221,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3247,1427,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,3505,2140,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3588,3618,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,870,742,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,2734,2537,224,SU_cob,cobble
Centennial,5,2024_10_08_11-39-54.jpg,,3599,1831,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,1254,3579,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,2558,2730,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-39-54.jpg,,1790,544,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3131,4141,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-54.jpg,,2384,1534,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,999,1813,224,BR_sarg,brown_algae_sargassum
Centennial,5,2024_10_08_11-39-54.jpg,,1468,3779,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-54.jpg,,2316,938,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3488,297,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,1795,4311,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,182,2789,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,476,1427,224,RE_branch,red_algae_branching
Centennial,5,2024_10_08_11-39-54.jpg,,1746,1726,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,1026,4375,224,SU_peb,pebble
Centennial,5,2024_10_08_11-39-54.jpg,,2560,4237,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3269,425,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-39-54.jpg,,666,3700,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,1992,4362,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-39-54.jpg,,3159,1306,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-39-54.jpg,,2733,1872,224,SU_silt,silt
Centennial,5,2024_10_08_11-39-54.jpg,,982,3203,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,274,1368,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,3079,515,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-03.jpg,,1015,620,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,461,533,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2158,835,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,1913,3031,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3107,3963,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,2110,2959,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2935,3165,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2219,2534,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,2669,3637,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3447,494,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-03.jpg,,541,4045,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-03.jpg,,3649,4001,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-03.jpg,,2698,1209,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,872,285,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,157,3536,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,750,2709,224,BR_filam,brown_algae_filamentous
Centennial,5,2024_10_08_11-40-03.jpg,,1377,2882,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-03.jpg,,1403,756,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,779,3684,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-03.jpg,,2008,1612,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3261,1307,224,BR_filam,brown_algae_filamentous
Centennial,5,2024_10_08_11-40-03.jpg,,2189,3212,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3828,2636,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,1946,4099,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2090,1194,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,1057,3786,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-03.jpg,,2423,3578,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,259,2182,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3121,3846,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,175,1241,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,2455,4243,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2698,4438,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-03.jpg,,1249,888,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,666,3165,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,1734,2229,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3033,163,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-03.jpg,,553,1853,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,1341,1710,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,358,2842,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-03.jpg,,180,3940,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-03.jpg,,2129,2112,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,3570,4247,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-03.jpg,,3801,3332,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,2024,658,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,964,1859,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,2000,2330,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-03.jpg,,652,1718,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-03.jpg,,1699,4314,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,469,3485,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2522,3931,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-12.jpg,,3383,2640,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,3747,3479,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-12.jpg,,3826,1127,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-12.jpg,,3476,4067,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3685,4274,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-12.jpg,,340,3148,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,247,1399,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,1085,3471,224,SU_peb,pebble
Centennial,5,2024_10_08_11-40-12.jpg,,172,3402,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,491,3744,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3651,2020,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-12.jpg,,3426,2391,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-12.jpg,,726,1084,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3801,851,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-12.jpg,,1277,4341,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,2414,2981,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-12.jpg,,2940,2009,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-12.jpg,,301,2561,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,319,1546,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2978,3371,224,BR_sarg,brown_algae_sargassum
Centennial,5,2024_10_08_11-40-12.jpg,,2764,813,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,450,4332,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,1453,3761,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,3387,1015,224,BR_filam,brown_algae_filamentous
Centennial,5,2024_10_08_11-40-12.jpg,,449,866,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,553,3307,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2119,1191,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,2424,2091,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-12.jpg,,335,1005,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3162,4219,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2600,3040,224,RE_fil,red_algae_filamentous
Centennial,5,2024_10_08_11-40-12.jpg,,411,1425,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3514,2154,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-12.jpg,,861,3529,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3570,4301,224,unknown,unknown_area
Centennial,5,2024_10_08_11-40-12.jpg,,150,3558,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2393,986,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,1592,2451,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-12.jpg,,1428,2663,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-40-12.jpg,,3150,4349,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,2026,2706,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-12.jpg,,179,1716,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,1759,315,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-40-12.jpg,,540,1827,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-12.jpg,,448,3999,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,751,4169,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-12.jpg,,3174,686,224,BR_filam,brown_algae_filamentous
Centennial,5,2024_10_08_11-40-12.jpg,,1502,4360,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,661,1851,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,137,2187,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3435,4089,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3246,1708,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3453,2870,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,241,4230,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2775,598,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-21.jpg,,1718,4238,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-21.jpg,,1381,2071,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1075,1494,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,843,2475,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-21.jpg,,1014,2154,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1638,2991,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3585,3408,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,456,2681,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-21.jpg,,2584,2818,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,1151,667,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,2316,2815,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-21.jpg,,2568,1582,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,169,1588,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-21.jpg,,3527,4405,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2266,4210,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-21.jpg,,501,2144,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1263,3097,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1994,3542,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1269,3947,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2202,649,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3052,4346,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3083,1874,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3338,4218,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2485,3470,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3917,3014,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2534,1866,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,656,3946,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-21.jpg,,2877,3177,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,1679,2639,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1490,3305,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,2335,4382,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-21.jpg,,1029,1995,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1202,2890,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-21.jpg,,3514,1956,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,808,2114,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3687,2103,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,1413,3599,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,1304,571,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,1479,1456,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,2781,2263,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3161,1397,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-21.jpg,,2599,4464,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-21.jpg,,3486,3693,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-30.jpg,,1677,277,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-30.jpg,,2496,2024,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,2339,1808,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,3425,273,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,3019,1557,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,891,1806,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,413,3744,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,3604,826,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,2294,1670,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,1851,4374,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-30.jpg,,624,665,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,3383,3329,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,3643,1967,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,1760,2375,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,3297,2131,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,214,2792,224,SU_cob,cobble
Centennial,5,2024_10_08_11-40-30.jpg,,2418,265,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,1681,736,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,1856,2572,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-30.jpg,,122,3300,224,SU_silt,silt
Centennial,5,2024_10_08_11-40-30.jpg,,2681,966,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,2581,3914,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,635,2659,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,334,2338,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,2356,3441,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,1991,4067,224,SU_sand,sand_fine_shell
Centennial,5,2024_10_08_11-40-30.jpg,,3393,1470,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,3307,2901,224,RE_leaf,red_algae_flat_leaf
Centennial,5,2024_10_08_11-40-30.jpg,,2361,3193,224,GR_ulva,green_algae_ulva
Centennial,5,2024_10_08_11-40-30.jpg,,2409,2728,224,RE_bush,red_algae_bushy
Centennial,5,2024_10_08_11-40-30.jpg,,1701,4067,224,KE_sugar,kelp_sugar
Centennial,5,2024_10_08_11-40-30.jpg,,573,2032,224,RE_branch,red_algae_branching
Centennial,5,2024_10_08_11-40-30.jpg,,384,1407,224,RE_bush,red_algae_bushy
