"key","sum","original_data_pts","SU","site","transect","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"5_1",1,100,650,5,1,"2022_9_26_13-11-07_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.39,0,0.36,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.01,0,0
"5_1",1,100,649,5,1,"2022_9_26_13-11-07_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.39,0,0.36,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0.01,0,0
"5_1",1,100,675,5,1,"2022_9_26_13-11-07_680.jpg",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.04,0,0,0.19,0,0,0,0,0,0,0,0.15,0,0.25,0,0,0,0.08,0,0.12,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0.07,0,0,0
"5_2",1,100,721,5,2,"2022_9_26_13-33-08_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.09,0,0,0.45,0,0,0,0,0,0,0,0.09,0,0,0,0.01,0,0,0,0,0,0.29,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,726,5,2,"2022_9_26_13-33-08_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.12,0,0,0,0,0,0.04,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,711,5,2,"2022_9_26_13-33-08_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0.64,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0
"5_2",1,100,727,5,2,"2022_9_26_13-33-08_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.02,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
"5_2",1,100,704,5,2,"2022_9_26_13-33-08_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.32,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.1,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2",1,100,756,5,2,"2022_9_26_13-33-08_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.03,0,0,0
"5_2",1,100,732,5,2,"2022_9_26_13-33-08_384.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.14,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,757,5,2,"2022_9_26_13-33-08_560.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.04,0,0,0,0.02,0.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.02,0,0,0
"5_2",1,100,723,5,2,"2022_9_26_13-33-08_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.09,0,0,0
"5_2",1,100,764,5,2,"2022_9_26_13-33-08_72.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.37,0.15,0,0,0,0,0.02,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.02,0,0,0
"5_2",1,100,714,5,2,"2022_9_26_13-33-08_248.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0.32,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0
"5_2",1,100,747,5,2,"2022_9_26_13-33-08_488.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.34,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0.22,0.02,0,0
"5_2",1,100,730,5,2,"2022_9_26_13-33-08_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0.2,0,0,0,0,0.18,0.04,0,0,0,0,0,0,0.14,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2",1,100,722,5,2,"2022_9_26_13-33-08_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.14,0,0.14,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,696,5,2,"2022_9_26_13-33-08_120.jpg",0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.28,0.04,0,0.02,0,0,0.14,0,0,0,0,0,0,0,0.02,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"5_2",1,100,762,5,2,"2022_9_26_13-33-08_600.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.12,0,0,0,0.02,0.22,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.18,0.02,0,0.02,0,0,0
"5_2",1,100,729,5,2,"2022_9_26_13-33-08_360.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.04,0,0.02,0.18,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"5_2",1,100,760,5,2,"2022_9_26_13-33-08_584.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0.1,0,0.04,0,0,0.3,0,0,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.14,0.02,0,0.02,0,0,0
"5_2",1,100,743,5,2,"2022_9_26_13-33-08_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0.36,0,0,0,0,0,0,0,0.24,0,0,0,0.02,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.12,0.04,0,0.04,0,0,0
"5_2",1,100,709,5,2,"2022_9_26_13-33-08_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0.36,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0,0,0
"5_2",1,100,753,5,2,"2022_9_26_13-33-08_536.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0.01,0,0.19,0,0,0.59,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0
"5_2",1,100,701,5,2,"2022_9_26_13-33-08_16.jpg",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.39,0.07,0,0,0,0.02,0.16,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0,0,0
"5_2",1,100,740,5,2,"2022_9_26_13-33-08_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.14,0,0.02,0,0,0.32,0,0,0,0,0,0,0,0.12,0,0.06,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0
"5_2",1,100,713,5,2,"2022_9_26_13-33-08_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.22,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,736,5,2,"2022_9_26_13-33-08_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.02,0.08,0,0,0.2,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.12,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"5_2",1,100,694,5,2,"2022_9_26_13-33-08_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0
"5_2",1,100,698,5,2,"2022_9_26_13-33-08_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.02,0,0,0.56,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"5_2",1,100,746,5,2,"2022_9_26_13-33-08_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.04,0,0,0.32,0,0,0,0,0,0,0,0.26,0,0.04,0,0,0,0.06,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"5_2",1,100,717,5,2,"2022_9_26_13-33-08_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.91,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,695,5,2,"2022_9_26_13-33-08_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,0,0
"5_2",1,100,737,5,2,"2022_9_26_13-33-08_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0,0,0,0.16,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.46,0.02,0,0,0,0,0
"5_2",1,100,741,5,2,"2022_9_26_13-33-08_448.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0.16,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"5_2",1,100,766,5,2,"2022_9_26_13-33-08_80.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.37,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,752,5,2,"2022_9_26_13-33-08_528.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.13,0,0,0.45,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2",1,100,745,5,2,"2022_9_26_13-33-08_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.01,0,0.07,0,0,0
"5_2",1,100,763,5,2,"2022_9_26_13-33-08_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.26,0,0,0,0,0.02,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"5_2",1,100,739,5,2,"2022_9_26_13-33-08_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.04,0.08,0,0,0.3,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0
"5_2",1,100,719,5,2,"2022_9_26_13-33-08_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.02,0.14,0,0,0.52,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,758,5,2,"2022_9_26_13-33-08_568.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0.04,0,0.02,0.46,0,0,0,0,0,0,0,0.06,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.16,0.02,0,0,0,0,0
"5_2",1,100,767,5,2,"2022_9_26_13-33-08_88.jpg",0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0,0,0,0,0,0.11,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.19,0,0,0
"5_2",1,100,707,5,2,"2022_9_26_13-33-08_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.06,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0
"5_2",1,100,702,5,2,"2022_9_26_13-33-08_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.04,0,0.02,0.58,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"5_2",1,100,699,5,2,"2022_9_26_13-33-08_144.jpg",0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.08,0,0,0.4,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"5_2",1,100,697,5,2,"2022_9_26_13-33-08_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.01,0.37,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0
"5_2",1,100,750,5,2,"2022_9_26_13-33-08_512.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.27,0,0,0.57,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"5_2",1,100,755,5,2,"2022_9_26_13-33-08_552.jpg",0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0.04,0,0,0
"5_2",1,100,748,5,2,"2022_9_26_13-33-08_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0.32,0,0,0,0,0,0,0,0.26,0,0.1,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0,0,0.08,0,0,0
"5_2",1,100,749,5,2,"2022_9_26_13-33-08_504.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0.52,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.06,0,0,0.08,0,0,0
"5_2",1,100,735,5,2,"2022_9_26_13-33-08_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.08,0,0.08,0,0.02,0.34,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0.14,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_2",1,100,720,5,2,"2022_9_26_13-33-08_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.36,0,0,0.31,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"6_1",1,100,903,6,1,"2022_8_15_09-59-38_96.jpg",0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.01,0,0,0,0,0
"6_1",1,100,887,6,1,"2022_8_15_09-59-38_656.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.34,0,0,0,0,0,0,0.25,0.2,0,0,0,0,0
"6_1",1,100,859,6,1,"2022_8_15_09-59-38_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.21,0,0,0,0,0,0,0.23,0.19,0,0,0,0,0
"6_1",1,100,860,6,1,"2022_8_15_09-59-38_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.03,0.15,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0
"6_1",1,100,837,6,1,"2022_8_15_09-59-38_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0.03,0.03,0,0,0.07,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.05,0,0,0,0,0,0,0.56,0.04,0,0,0,0,0
"6_1",1,100,881,6,1,"2022_8_15_09-59-38_616.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.12,0,0,0.08,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0
"6_1",1,100,832,6,1,"2022_8_15_09-59-38_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.27,0,0,0,0,0,0,0.44,0.06,0,0,0,0,0
"6_1",1,100,835,6,1,"2022_8_15_09-59-38_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.06,0.05,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0.01,0,0,0,0,0,0,0.57,0.13,0,0,0,0,0
"6_1",1,100,844,6,1,"2022_8_15_09-59-38_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.01,0,0,0,0,0,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.34,0,0,0,0,0,0,0.41,0.05,0,0,0,0,0
"6_1",1,100,836,6,1,"2022_8_15_09-59-38_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.06,0,0.01,0.01,0,0,0.11,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0.61,0.05,0,0,0,0,0
"6_1",1,100,889,6,1,"2022_8_15_09-59-38_672.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.06,0,0,0,0.01,0,0,0,0.12,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.09,0.01,0,0,0,0,0,0.28,0.33,0,0,0,0,0
"6_1",1,100,839,6,1,"2022_8_15_09-59-38_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.17,0,0,0,0,0,0,0.25,0.32,0,0,0,0,0
"6_1",1,100,867,6,1,"2022_8_15_09-59-38_512.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.2,0,0,0,0,0,0,0.4,0.19,0,0,0,0,0
"6_1",1,100,865,6,1,"2022_8_15_09-59-38_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0.09,0,0,0.34,0,0,0,0,0,0,0.02,0.23,0,0,0,0,0
"6_1",1,100,834,6,1,"2022_8_15_09-59-38_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.16,0,0,0,0,0,0,0.57,0.07,0,0,0,0,0
"6_1",1,100,902,6,1,"2022_8_15_09-59-38_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.25,0,0.07,0,0,0.02,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0
"6_1",1,100,870,6,1,"2022_8_15_09-59-38_536.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.09,0,0,0,0,0,0,0.17,0.49,0,0,0,0,0
"6_1",1,100,853,6,1,"2022_8_15_09-59-38_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0.05,0,0,0,0,0,0,0.24,0.07,0,0.09,0,0,0
